instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,month
442,2012-03-17,Springer,2012,3,0,Saturday,0,Mist,0.514167,0.505046,0.755833,0.110704,713.0,4681,7836,March
443,2012-03-18,Springer,2012,3,0,Sunday,0,Mist,0.4725,0.464,0.81,0.126883,2207.0,3685,5892,March
444,2012-03-19,Springer,2012,3,0,Monday,1,Clear,0.545,0.532821,0.72875,0.162317,982.0,5171,6153,March
445,2012-03-20,Springer,2012,3,0,Tuesday,1,Clear,0.560833,0.538533,0.807917,0.121271,1051.0,5042,6093,March
446,2012-03-21,Summer,2012,3,0,Wednesday,1,Mist,0.531667,0.513258,0.82125,0.0895583,1122.0,5108,6230,March
447,2012-03-22,Summer,2012,3,0,Thursday,1,Clear,0.554167,0.531567,0.83125,0.117562,1334.0,5537,6871,March
448,2012-03-23,Summer,2012,3,0,Friday,1,Mist,0.601667,0.570067,0.694167,0.1163,713.0,5893,8362,March
449,2012-03-24,Summer,2012,3,0,Saturday,0,Mist,0.5025,0.486733,0.885417,0.192783,1033.0,2339,3372,March
450,2012-03-25,Summer,2012,3,0,Sunday,0,Mist,0.4375,0.437488,0.880833,0.220775,1532.0,3464,4996,March
451,2012-03-26,Summer,2012,3,0,Monday,1,Clear,0.445833,0.43875,0.477917,0.180975,795.0,4763,5558,March
452,2012-03-27,Summer,2012,3,0,Tuesday,1,Clear,0.323333,0.315654,0.29,0.187192,531.0,4571,5102,March
453,2012-03-28,Summer,2012,3,0,Wednesday,1,Clear,0.484167,0.47095,0.48125,0.291671,674.0,5024,5698,March
454,2012-03-29,Summer,2012,3,0,Thursday,1,Clear,0.494167,0.482304,0.439167,0.31965,834.0,5299,6133,March
455,2012-03-30,Summer,2012,3,0,Friday,1,Mist,0.37,0.375621,0.580833,0.138067,796.0,4663,5459,March
456,2012-03-31,Summer,2012,3,0,Saturday,0,Mist,0.424167,0.421708,0.738333,0.250617,713.0,3934,6235,March
457,2012-04-01,Summer,2012,4,0,Sunday,0,Mist,0.425833,0.417287,0.67625,0.172267,713.0,3694,6041,April
458,2012-04-02,Summer,2012,4,0,Monday,1,Clear,0.433913,0.427513,0.504348,0.312139,1208.0,4728,5936,April
459,2012-04-03,Summer,2012,4,0,Tuesday,1,Clear,0.466667,0.461483,0.396667,0.100133,1348.0,5424,6772,April
460,2012-04-04,Summer,2012,4,0,Wednesday,1,Clear,0.541667,0.53345,0.469583,0.180975,1058.0,5378,6436,April
461,2012-04-05,Summer,2012,4,0,Thursday,1,Clear,0.435,0.431163,0.374167,0.219529,1192.0,5265,6457,April
462,2012-04-06,Summer,2012,4,0,Friday,1,Clear,0.403333,0.390767,0.377083,0.300388,1807.0,4653,6460,April
463,2012-04-07,Summer,2012,4,0,Saturday,0,Clear,0.4375,0.426129,0.254167,0.274871,713.0,3605,6857,April
464,2012-04-08,Summer,2012,4,0,Sunday,0,Clear,0.5,0.492425,0.275833,0.232596,2230.0,2939,5169,April
465,2012-04-09,Summer,2012,4,0,Monday,1,Clear,0.489167,0.476638,0.3175,0.358196,905.0,4680,5585,April
466,2012-04-10,Summer,2012,4,0,Tuesday,1,Clear,0.446667,0.436233,0.435,0.249375,819.0,5099,5918,April
467,2012-04-11,Summer,2012,4,0,Wednesday,1,Clear,0.348696,0.337274,0.469565,0.295274,482.0,4380,4862,April
468,2012-04-12,Summer,2012,4,0,Thursday,1,Clear,0.3975,0.387604,0.46625,0.290429,663.0,4746,5409,April
469,2012-04-13,Summer,2012,4,0,Friday,1,Clear,0.4425,0.431808,0.408333,0.155471,1252.0,5146,6398,April
470,2012-04-14,Summer,2012,4,0,Saturday,0,Clear,0.495,0.487996,0.502917,0.190917,713.0,4665,7460,April
471,2012-04-15,Summer,2012,4,0,Sunday,0,Clear,0.606667,0.573875,0.507917,0.225129,713.0,4286,7132,April
472,2012-04-16,Summer,2012,4,1,Monday,0,Clear,0.664167,0.614925,0.561667,0.284829,1198.0,5172,6370,April
473,2012-04-17,Summer,2012,4,0,Tuesday,1,Clear,0.608333,0.598487,0.390417,0.273629,989.0,5702,6691,April
474,2012-04-18,Summer,2012,4,0,Wednesday,1,Mist,0.463333,0.457038,0.569167,0.167912,347.0,4020,4367,April
475,2012-04-19,Summer,2012,4,0,Thursday,1,Clear,0.498333,0.493046,0.6125,0.0659292,846.0,5719,6565,April
476,2012-04-20,Summer,2012,4,0,Friday,1,Clear,0.526667,0.515775,0.694583,0.149871,1340.0,5950,7290,April
477,2012-04-21,Summer,2012,4,0,Saturday,0,Clear,0.57,0.542921,0.682917,0.283587,713.0,4083,6624,April
478,2012-04-22,Summer,2012,4,0,Sunday,0,Light Snow,0.396667,0.389504,0.835417,0.344546,120.0,907,1027,April
479,2012-04-23,Summer,2012,4,0,Monday,1,Mist,0.321667,0.301125,0.766667,0.303496,195.0,3019,3214,April
480,2012-04-24,Summer,2012,4,0,Tuesday,1,Clear,0.413333,0.405283,0.454167,0.249383,518.0,5115,5633,April
481,2012-04-25,Summer,2012,4,0,Wednesday,1,Clear,0.476667,0.470317,0.427917,0.118792,655.0,5541,6196,April
482,2012-04-26,Summer,2012,4,0,Thursday,1,Mist,0.498333,0.483583,0.756667,0.176625,475.0,4551,5026,April
483,2012-04-27,Summer,2012,4,0,Friday,1,Clear,0.4575,0.452637,0.400833,0.347633,1014.0,5219,6233,April
484,2012-04-28,Summer,2012,4,0,Saturday,0,Mist,0.376667,0.377504,0.489583,0.129975,1120.0,3100,4220,April
485,2012-04-29,Summer,2012,4,0,Sunday,0,Clear,0.458333,0.450121,0.587083,0.116908,2229.0,4075,6304,April
486,2012-04-30,Summer,2012,4,0,Monday,1,Mist,0.464167,0.457696,0.57,0.171638,665.0,4907,5572,April
487,2012-05-01,Summer,2012,5,0,Tuesday,1,Mist,0.613333,0.577021,0.659583,0.156096,653.0,5087,5740,May
488,2012-05-02,Summer,2012,5,0,Wednesday,1,Clear,0.564167,0.537896,0.797083,0.138058,667.0,5502,6169,May
489,2012-05-03,Summer,2012,5,0,Thursday,1,Mist,0.56,0.537242,0.768333,0.133696,764.0,5657,6421,May
490,2012-05-04,Summer,2012,5,0,Friday,1,Clear,0.6275,0.590917,0.735417,0.162938,1069.0,5227,6296,May
491,2012-05-05,Summer,2012,5,0,Saturday,0,Mist,0.621667,0.584608,0.756667,0.152992,713.0,4387,6883,May
492,2012-05-06,Summer,2012,5,0,Sunday,0,Mist,0.5625,0.546737,0.74,0.149879,2135.0,4224,6359,May
493,2012-05-07,Summer,2012,5,0,Monday,1,Mist,0.5375,0.527142,0.664167,0.230721,1008.0,5265,6273,May
494,2012-05-08,Summer,2012,5,0,Tuesday,1,Mist,0.581667,0.557471,0.685833,0.296029,738.0,4990,5728,May
495,2012-05-09,Summer,2012,5,0,Wednesday,1,Mist,0.575,0.553025,0.744167,0.216412,620.0,4097,4717,May
496,2012-05-10,Summer,2012,5,0,Thursday,1,Clear,0.505833,0.491783,0.552083,0.314063,1026.0,5546,6572,May
497,2012-05-11,Summer,2012,5,0,Friday,1,Clear,0.533333,0.520833,0.360417,0.236937,1319.0,5711,7030,May
498,2012-05-12,Summer,2012,5,0,Saturday,0,Clear,0.564167,0.544817,0.480417,0.123133,713.0,4807,7429,May
499,2012-05-13,Summer,2012,5,0,Sunday,0,Clear,0.6125,0.585238,0.57625,0.225117,2172.0,3946,6118,May
500,2012-05-14,Summer,2012,5,0,Monday,1,Mist,0.573333,0.5499,0.789583,0.212692,342.0,2501,2843,May
501,2012-05-15,Summer,2012,5,0,Tuesday,1,Mist,0.611667,0.576404,0.794583,0.147392,625.0,4490,5115,May
502,2012-05-16,Summer,2012,5,0,Wednesday,1,Clear,0.636667,0.595975,0.697917,0.122512,991.0,6433,7424,May
503,2012-05-17,Summer,2012,5,0,Thursday,1,Clear,0.593333,0.572613,0.52,0.229475,1242.0,6142,7384,May
504,2012-05-18,Summer,2012,5,0,Friday,1,Clear,0.564167,0.551121,0.523333,0.136817,1521.0,6118,7639,May
505,2012-05-19,Summer,2012,5,0,Saturday,0,Clear,0.6,0.566908,0.45625,0.083975,713.0,4884,8294,May
506,2012-05-20,Summer,2012,5,0,Sunday,0,Clear,0.620833,0.583967,0.530417,0.254367,713.0,4425,7129,May
507,2012-05-21,Summer,2012,5,0,Monday,1,Mist,0.598333,0.565667,0.81125,0.233204,630.0,3729,4359,May
508,2012-05-22,Summer,2012,5,0,Tuesday,1,Mist,0.615,0.580825,0.765833,0.118167,819.0,5254,6073,May
509,2012-05-23,Summer,2012,5,0,Wednesday,1,Mist,0.621667,0.584612,0.774583,0.102,766.0,4494,5260,May
510,2012-05-24,Summer,2012,5,0,Thursday,1,Clear,0.655,0.6067,0.716667,0.172896,1059.0,5711,6770,May
511,2012-05-25,Summer,2012,5,0,Friday,1,Clear,0.68,0.627529,0.747083,0.14055,1417.0,5317,6734,May
512,2012-05-26,Summer,2012,5,0,Saturday,0,Clear,0.6925,0.642696,0.7325,0.198992,713.0,3681,6536,May
513,2012-05-27,Summer,2012,5,0,Sunday,0,Clear,0.69,0.641425,0.697083,0.215171,713.0,3308,6591,May
514,2012-05-28,Summer,2012,5,1,Monday,0,Clear,0.7125,0.6793,0.67625,0.196521,713.0,3486,6043,May
515,2012-05-29,Summer,2012,5,0,Tuesday,1,Clear,0.7225,0.672992,0.684583,0.2954,880.0,4863,5743,May
516,2012-05-30,Summer,2012,5,0,Wednesday,1,Mist,0.656667,0.611129,0.67,0.134329,745.0,6110,6855,May
517,2012-05-31,Summer,2012,5,0,Thursday,1,Clear,0.68,0.631329,0.492917,0.195279,1100.0,6238,7338,May
518,2012-06-01,Summer,2012,6,0,Friday,1,Mist,0.654167,0.607962,0.755417,0.237563,533.0,3594,4127,June
519,2012-06-02,Summer,2012,6,0,Saturday,0,Clear,0.583333,0.566288,0.549167,0.186562,713.0,5325,8120,June
520,2012-06-03,Summer,2012,6,0,Sunday,0,Clear,0.6025,0.575133,0.493333,0.184087,713.0,5147,7641,June
521,2012-06-04,Summer,2012,6,0,Monday,1,Clear,0.5975,0.578283,0.487083,0.284833,1071.0,5927,6998,June
522,2012-06-05,Summer,2012,6,0,Tuesday,1,Mist,0.540833,0.525892,0.613333,0.209575,968.0,6033,7001,June
523,2012-06-06,Summer,2012,6,0,Wednesday,1,Clear,0.554167,0.542292,0.61125,0.077125,1027.0,6028,7055,June
524,2012-06-07,Summer,2012,6,0,Thursday,1,Clear,0.6025,0.569442,0.567083,0.15735,1038.0,6456,7494,June
525,2012-06-08,Summer,2012,6,0,Friday,1,Clear,0.649167,0.597862,0.467917,0.175383,1488.0,6248,7736,June
526,2012-06-09,Summer,2012,6,0,Saturday,0,Clear,0.710833,0.648367,0.437083,0.144287,713.0,4790,7498,June
527,2012-06-10,Summer,2012,6,0,Sunday,0,Clear,0.726667,0.663517,0.538333,0.133721,2224.0,4374,6598,June
528,2012-06-11,Summer,2012,6,0,Monday,1,Mist,0.720833,0.659721,0.587917,0.207713,1017.0,5647,6664,June
529,2012-06-12,Summer,2012,6,0,Tuesday,1,Mist,0.653333,0.597875,0.833333,0.214546,477.0,4495,4972,June
530,2012-06-13,Summer,2012,6,0,Wednesday,1,Clear,0.655833,0.611117,0.582083,0.343279,1173.0,6248,7421,June
531,2012-06-14,Summer,2012,6,0,Thursday,1,Clear,0.648333,0.624383,0.569583,0.253733,1180.0,6183,7363,June
532,2012-06-15,Summer,2012,6,0,Friday,1,Clear,0.639167,0.599754,0.589583,0.176617,1563.0,6102,7665,June
533,2012-06-16,Summer,2012,6,0,Saturday,0,Clear,0.631667,0.594708,0.504167,0.166667,713.0,4739,7702,June
534,2012-06-17,Summer,2012,6,0,Sunday,0,Clear,0.5925,0.571975,0.59875,0.144904,713.0,4344,6978,June
535,2012-06-18,Summer,2012,6,0,Monday,1,Mist,0.568333,0.544842,0.777917,0.174746,653.0,4446,5099,June
536,2012-06-19,Summer,2012,6,0,Tuesday,1,Clear,0.688333,0.654692,0.69,0.148017,968.0,5857,6825,June
537,2012-06-20,Summer,2012,6,0,Wednesday,1,Clear,0.7825,0.720975,0.592083,0.113812,872.0,5339,6211,June
538,2012-06-21,Fall,2012,6,0,Thursday,1,Clear,0.805833,0.752542,0.567917,0.118787,778.0,5127,5905,June
539,2012-06-22,Fall,2012,6,0,Friday,1,Clear,0.7775,0.724121,0.57375,0.182842,964.0,4859,5823,June
540,2012-06-23,Fall,2012,6,0,Saturday,0,Clear,0.731667,0.652792,0.534583,0.179721,713.0,4801,7458,June
541,2012-06-24,Fall,2012,6,0,Sunday,0,Clear,0.743333,0.674254,0.479167,0.145525,713.0,4340,6891,June
542,2012-06-25,Fall,2012,6,0,Monday,1,Clear,0.715833,0.654042,0.504167,0.300383,1139.0,5640,6779,June
543,2012-06-26,Fall,2012,6,0,Tuesday,1,Clear,0.630833,0.594704,0.373333,0.347642,1077.0,6365,7442,June
544,2012-06-27,Fall,2012,6,0,Wednesday,1,Clear,0.6975,0.640792,0.36,0.271775,1077.0,6258,7335,June
545,2012-06-28,Fall,2012,6,0,Thursday,1,Clear,0.749167,0.675512,0.4225,0.17165,921.0,5958,6879,June
546,2012-06-29,Fall,2012,6,0,Friday,1,Clear,0.834167,0.786613,0.48875,0.165417,829.0,4634,5463,June
547,2012-06-30,Fall,2012,6,0,Saturday,0,Clear,0.765,0.687508,0.60125,0.161071,1455.0,4232,5687,June
548,2012-07-01,Fall,2012,7,0,Sunday,0,Clear,0.815833,0.750629,0.51875,0.168529,1421.0,4110,5531,July
549,2012-07-02,Fall,2012,7,0,Monday,1,Clear,0.781667,0.702038,0.447083,0.195267,904.0,5323,6227,July
550,2012-07-03,Fall,2012,7,0,Tuesday,1,Clear,0.780833,0.70265,0.492083,0.126237,1052.0,5608,6660,July
551,2012-07-04,Fall,2012,7,1,Wednesday,0,Clear,0.789167,0.732337,0.53875,0.13495,713.0,4841,7403,July
552,2012-07-05,Fall,2012,7,0,Thursday,1,Clear,0.8275,0.761367,0.457917,0.194029,1405.0,4836,6241,July
553,2012-07-06,Fall,2012,7,0,Friday,1,Clear,0.828333,0.752533,0.450833,0.146142,1366.0,4841,6207,July
554,2012-07-07,Fall,2012,7,0,Saturday,0,Clear,0.861667,0.804913,0.492083,0.163554,1448.0,3392,4840,July
555,2012-07-08,Fall,2012,7,0,Sunday,0,Clear,0.8225,0.790396,0.57375,0.125629,1203.0,3469,4672,July
556,2012-07-09,Fall,2012,7,0,Monday,1,Mist,0.710833,0.654054,0.683333,0.180975,998.0,5571,6569,July
557,2012-07-10,Fall,2012,7,0,Tuesday,1,Mist,0.720833,0.664796,0.6675,0.151737,954.0,5336,6290,July
558,2012-07-11,Fall,2012,7,0,Wednesday,1,Clear,0.716667,0.650271,0.633333,0.151733,975.0,6289,7264,July
559,2012-07-12,Fall,2012,7,0,Thursday,1,Clear,0.715833,0.654683,0.529583,0.146775,1032.0,6414,7446,July
560,2012-07-13,Fall,2012,7,0,Friday,1,Mist,0.731667,0.667933,0.485833,0.08085,1511.0,5988,7499,July
561,2012-07-14,Fall,2012,7,0,Saturday,0,Mist,0.703333,0.666042,0.699167,0.143679,713.0,4614,6969,July
562,2012-07-15,Fall,2012,7,0,Sunday,0,Clear,0.745833,0.705196,0.717917,0.166667,1920.0,4111,6031,July
563,2012-07-16,Fall,2012,7,0,Monday,1,Clear,0.763333,0.724125,0.645,0.164187,1088.0,5742,6830,July
564,2012-07-17,Fall,2012,7,0,Tuesday,1,Clear,0.818333,0.755683,0.505833,0.114429,921.0,5865,6786,July
565,2012-07-18,Fall,2012,7,0,Wednesday,1,Clear,0.793333,0.745583,0.577083,0.137442,799.0,4914,5713,July
566,2012-07-19,Fall,2012,7,0,Thursday,1,Clear,0.77,0.714642,0.600417,0.165429,888.0,5703,6591,July
567,2012-07-20,Fall,2012,7,0,Friday,1,Mist,0.665833,0.613025,0.844167,0.208967,747.0,5123,5870,July
568,2012-07-21,Fall,2012,7,0,Saturday,0,Light Snow,0.595833,0.549912,0.865417,0.2133,1264.0,3195,4459,July
569,2012-07-22,Fall,2012,7,0,Sunday,0,Mist,0.6675,0.623125,0.7625,0.0939208,713.0,4866,7410,July
570,2012-07-23,Fall,2012,7,0,Monday,1,Clear,0.741667,0.690017,0.694167,0.138683,1135.0,5831,6966,July
571,2012-07-24,Fall,2012,7,0,Tuesday,1,Clear,0.750833,0.70645,0.655,0.211454,1140.0,6452,7592,July
572,2012-07-25,Fall,2012,7,0,Wednesday,1,Clear,0.724167,0.654054,0.45,0.1648,1383.0,6790,8173,July
573,2012-07-26,Fall,2012,7,0,Thursday,1,Clear,0.776667,0.739263,0.596667,0.284813,1036.0,5825,6861,July
574,2012-07-27,Fall,2012,7,0,Friday,1,Clear,0.781667,0.734217,0.594583,0.152992,1259.0,5645,6904,July
575,2012-07-28,Fall,2012,7,0,Saturday,0,Clear,0.755833,0.697604,0.613333,0.15735,2234.0,4451,6685,July
576,2012-07-29,Fall,2012,7,0,Sunday,0,Clear,0.721667,0.667933,0.62375,0.170396,2153.0,4444,6597,July
577,2012-07-30,Fall,2012,7,0,Monday,1,Clear,0.730833,0.684987,0.66875,0.153617,1040.0,6065,7105,July
578,2012-07-31,Fall,2012,7,0,Tuesday,1,Clear,0.713333,0.662896,0.704167,0.165425,968.0,6248,7216,July
579,2012-08-01,Fall,2012,8,0,Wednesday,1,Clear,0.7175,0.667308,0.6775,0.141179,1074.0,6506,7580,August
580,2012-08-02,Fall,2012,8,0,Thursday,1,Clear,0.7525,0.707088,0.659583,0.129354,983.0,6278,7261,August
581,2012-08-03,Fall,2012,8,0,Friday,1,Mist,0.765833,0.722867,0.6425,0.215792,1328.0,5847,7175,August
582,2012-08-04,Fall,2012,8,0,Saturday,0,Clear,0.793333,0.751267,0.613333,0.257458,713.0,4479,6824,August
583,2012-08-05,Fall,2012,8,0,Sunday,0,Clear,0.769167,0.731079,0.6525,0.290421,1707.0,3757,5464,August
584,2012-08-06,Fall,2012,8,0,Monday,1,Mist,0.7525,0.710246,0.654167,0.129354,1233.0,5780,7013,August
585,2012-08-07,Fall,2012,8,0,Tuesday,1,Mist,0.735833,0.697621,0.70375,0.116908,1278.0,5995,7273,August
586,2012-08-08,Fall,2012,8,0,Wednesday,1,Mist,0.75,0.707717,0.672917,0.1107,1263.0,6271,7534,August
587,2012-08-09,Fall,2012,8,0,Thursday,1,Clear,0.755833,0.699508,0.620417,0.1561,1196.0,6090,7286,August
588,2012-08-10,Fall,2012,8,0,Friday,1,Mist,0.715833,0.667942,0.715833,0.238813,1065.0,4721,5786,August
589,2012-08-11,Fall,2012,8,0,Saturday,0,Mist,0.6925,0.638267,0.732917,0.206479,2247.0,4052,6299,August
590,2012-08-12,Fall,2012,8,0,Sunday,0,Clear,0.700833,0.644579,0.530417,0.122512,2182.0,4362,6544,August
591,2012-08-13,Fall,2012,8,0,Monday,1,Clear,0.720833,0.662254,0.545417,0.136212,1207.0,5676,6883,August
592,2012-08-14,Fall,2012,8,0,Tuesday,1,Clear,0.726667,0.676779,0.686667,0.169158,1128.0,5656,6784,August
593,2012-08-15,Fall,2012,8,0,Wednesday,1,Clear,0.706667,0.654037,0.619583,0.169771,1198.0,6149,7347,August
594,2012-08-16,Fall,2012,8,0,Thursday,1,Clear,0.719167,0.654688,0.519167,0.141796,1338.0,6267,7605,August
595,2012-08-17,Fall,2012,8,0,Friday,1,Clear,0.723333,0.2424,0.570833,0.231354,1483.0,5665,7148,August
596,2012-08-18,Fall,2012,8,0,Saturday,0,Clear,0.678333,0.618071,0.603333,0.177867,713.0,5038,7865,August
597,2012-08-19,Fall,2012,8,0,Sunday,0,Mist,0.635833,0.603554,0.711667,0.08645,1208.0,3341,4549,August
598,2012-08-20,Fall,2012,8,0,Monday,1,Mist,0.635833,0.595967,0.734167,0.129979,1026.0,5504,6530,August
599,2012-08-21,Fall,2012,8,0,Tuesday,1,Clear,0.649167,0.601025,0.67375,0.0727708,1081.0,5925,7006,August
600,2012-08-22,Fall,2012,8,0,Wednesday,1,Clear,0.6675,0.621854,0.677083,0.0702833,1094.0,6281,7375,August
601,2012-08-23,Fall,2012,8,0,Thursday,1,Clear,0.695833,0.637008,0.635833,0.0845958,1363.0,6402,7765,August
602,2012-08-24,Fall,2012,8,0,Friday,1,Mist,0.7025,0.6471,0.615,0.0721458,1325.0,6257,7582,August
603,2012-08-25,Fall,2012,8,0,Saturday,0,Mist,0.661667,0.618696,0.712917,0.244408,1829.0,4224,6053,August
604,2012-08-26,Fall,2012,8,0,Sunday,0,Mist,0.653333,0.595996,0.845833,0.228858,1483.0,3772,5255,August
605,2012-08-27,Fall,2012,8,0,Monday,1,Clear,0.703333,0.654688,0.730417,0.128733,989.0,5928,6917,August
606,2012-08-28,Fall,2012,8,0,Tuesday,1,Clear,0.728333,0.66605,0.62,0.190925,935.0,6105,7040,August
607,2012-08-29,Fall,2012,8,0,Wednesday,1,Clear,0.685,0.635733,0.552083,0.112562,1177.0,6520,7697,August
608,2012-08-30,Fall,2012,8,0,Thursday,1,Clear,0.706667,0.652779,0.590417,0.0771167,1172.0,6541,7713,August
609,2012-08-31,Fall,2012,8,0,Friday,1,Clear,0.764167,0.6894,0.5875,0.168533,1433.0,5917,7350,August
610,2012-09-01,Fall,2012,9,0,Saturday,0,Mist,0.753333,0.702654,0.638333,0.113187,713.0,3788,6140,September
611,2012-09-02,Fall,2012,9,0,Sunday,0,Mist,0.696667,0.649,0.815,0.0640708,713.0,3197,5810,September
612,2012-09-03,Fall,2012,9,1,Monday,0,Clear,0.7075,0.661629,0.790833,0.151121,1965.0,4069,6034,September
613,2012-09-04,Fall,2012,9,0,Tuesday,1,Clear,0.725833,0.686888,0.755,0.236321,867.0,5997,6864,September
614,2012-09-05,Fall,2012,9,0,Wednesday,1,Clear,0.736667,0.708983,0.74125,0.187808,832.0,6280,7112,September
615,2012-09-06,Fall,2012,9,0,Thursday,1,Mist,0.696667,0.655329,0.810417,0.142421,611.0,5592,6203,September
616,2012-09-07,Fall,2012,9,0,Friday,1,Clear,0.703333,0.657204,0.73625,0.171646,1045.0,6459,7504,September
617,2012-09-08,Fall,2012,9,0,Saturday,0,Mist,0.659167,0.611121,0.799167,0.281104,1557.0,4419,5976,September
618,2012-09-09,Fall,2012,9,0,Sunday,0,Clear,0.61,0.578925,0.5475,0.224496,713.0,5657,8227,September
619,2012-09-10,Fall,2012,9,0,Monday,1,Clear,0.583333,0.565654,0.50375,0.258713,1118.0,6407,7525,September
620,2012-09-11,Fall,2012,9,0,Tuesday,1,Clear,0.5775,0.554292,0.52,0.0920542,1070.0,6697,7767,September
621,2012-09-12,Fall,2012,9,0,Wednesday,1,Clear,0.599167,0.570075,0.577083,0.131846,1050.0,6820,7870,September
622,2012-09-13,Fall,2012,9,0,Thursday,1,Clear,0.6125,0.579558,0.637083,0.0827208,1054.0,6750,7804,September
623,2012-09-14,Fall,2012,9,0,Friday,1,Clear,0.633333,0.594083,0.6725,0.103863,1379.0,6630,8009,September
624,2012-09-15,Fall,2012,9,0,Saturday,0,Clear,0.608333,0.585867,0.501667,0.247521,713.0,5554,8714,September
625,2012-09-16,Fall,2012,9,0,Sunday,0,Clear,0.58,0.563125,0.57,0.0901833,2166.0,5167,7333,September
626,2012-09-17,Fall,2012,9,0,Monday,1,Mist,0.580833,0.55305,0.734583,0.151742,1022.0,5847,6869,September
627,2012-09-18,Fall,2012,9,0,Tuesday,1,Mist,0.623333,0.565067,0.8725,0.357587,371.0,3702,4073,September
628,2012-09-19,Fall,2012,9,0,Wednesday,1,Clear,0.5525,0.540404,0.536667,0.215175,788.0,6803,7591,September
629,2012-09-20,Fall,2012,9,0,Thursday,1,Clear,0.546667,0.532192,0.618333,0.118167,939.0,6781,7720,September
630,2012-09-21,Fall,2012,9,0,Friday,1,Clear,0.599167,0.571971,0.66875,0.154229,1250.0,6917,8167,September
631,2012-09-22,Fall,2012,9,0,Saturday,0,Clear,0.65,0.610488,0.646667,0.283583,713.0,5883,8395,September
632,2012-09-23,Winter,2012,9,0,Sunday,0,Clear,0.529167,0.518933,0.467083,0.223258,713.0,5453,7907,September
633,2012-09-24,Winter,2012,9,0,Monday,1,Clear,0.514167,0.502513,0.492917,0.142404,1001.0,6435,7436,September
634,2012-09-25,Winter,2012,9,0,Tuesday,1,Clear,0.55,0.544179,0.57,0.236321,845.0,6693,7538,September
635,2012-09-26,Winter,2012,9,0,Wednesday,1,Clear,0.635,0.596613,0.630833,0.2444,787.0,6946,7733,September
636,2012-09-27,Winter,2012,9,0,Thursday,1,Mist,0.65,0.607975,0.690833,0.134342,751.0,6642,7393,September
637,2012-09-28,Winter,2012,9,0,Friday,1,Mist,0.619167,0.585863,0.69,0.164179,1045.0,6370,7415,September
638,2012-09-29,Winter,2012,9,0,Saturday,0,Clear,0.5425,0.530296,0.542917,0.227604,713.0,5966,8555,September
639,2012-09-30,Winter,2012,9,0,Sunday,0,Clear,0.526667,0.517663,0.583333,0.134958,2015.0,4874,6889,September
640,2012-10-01,Winter,2012,10,0,Monday,1,Mist,0.520833,0.512,0.649167,0.0908042,763.0,6015,6778,October
641,2012-10-02,Winter,2012,10,0,Tuesday,1,Light Snow,0.590833,0.542333,0.871667,0.104475,315.0,4324,4639,October
642,2012-10-03,Winter,2012,10,0,Wednesday,1,Mist,0.6575,0.599133,0.79375,0.0665458,728.0,6844,7572,October
643,2012-10-04,Winter,2012,10,0,Thursday,1,Mist,0.6575,0.607975,0.722917,0.117546,891.0,6437,7328,October
644,2012-10-05,Winter,2012,10,0,Friday,1,Clear,0.615,0.580187,0.6275,0.10635,1516.0,6640,8156,October
645,2012-10-06,Winter,2012,10,0,Saturday,0,Clear,0.554167,0.538521,0.664167,0.268025,713.0,4934,7965,October
646,2012-10-07,Winter,2012,10,0,Sunday,0,Mist,0.415833,0.419813,0.708333,0.141162,781.0,2729,3510,October
647,2012-10-08,Winter,2012,10,1,Monday,0,Mist,0.383333,0.387608,0.709583,0.189679,874.0,4604,5478,October
648,2012-10-09,Winter,2012,10,0,Tuesday,1,Mist,0.446667,0.438112,0.761667,0.1903,601.0,5791,6392,October
649,2012-10-10,Winter,2012,10,0,Wednesday,1,Clear,0.514167,0.503142,0.630833,0.187821,780.0,6911,7691,October
650,2012-10-11,Winter,2012,10,0,Thursday,1,Clear,0.435,0.431167,0.463333,0.181596,834.0,6736,7570,October
651,2012-10-12,Winter,2012,10,0,Friday,1,Clear,0.4375,0.433071,0.539167,0.235092,1060.0,6222,7282,October
652,2012-10-13,Winter,2012,10,0,Saturday,0,Clear,0.393333,0.391396,0.494583,0.146142,2252.0,4857,7109,October
653,2012-10-14,Winter,2012,10,0,Sunday,0,Clear,0.521667,0.508204,0.640417,0.278612,2080.0,4559,6639,October
654,2012-10-15,Winter,2012,10,0,Monday,1,Mist,0.561667,0.53915,0.7075,0.296037,760.0,5115,5875,October
655,2012-10-16,Winter,2012,10,0,Tuesday,1,Clear,0.468333,0.460846,0.558333,0.182221,922.0,6612,7534,October
656,2012-10-17,Winter,2012,10,0,Wednesday,1,Clear,0.455833,0.450108,0.692917,0.101371,979.0,6482,7461,October
657,2012-10-18,Winter,2012,10,0,Thursday,1,Mist,0.5225,0.512625,0.728333,0.236937,1008.0,6501,7509,October
658,2012-10-19,Winter,2012,10,0,Friday,1,Mist,0.563333,0.537896,0.815,0.134954,753.0,4671,5424,October
659,2012-10-20,Winter,2012,10,0,Saturday,0,Clear,0.484167,0.472842,0.572917,0.117537,713.0,5284,8090,October
660,2012-10-21,Winter,2012,10,0,Sunday,0,Clear,0.464167,0.456429,0.51,0.166054,2132.0,4692,6824,October
661,2012-10-22,Winter,2012,10,0,Monday,1,Clear,0.4875,0.482942,0.568333,0.0814833,830.0,6228,7058,October
