instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,month
8067,2011-12-07,Winter,2011,12,18,0,Wednesday,1,Light Snow,0.4,0.4091,0.94,0.2985,3.0,48,51,December
8068,2011-12-07,Winter,2011,12,19,0,Wednesday,1,Light Snow,0.34,0.2879,0.87,0.194,2.0,31,33,December
8069,2011-12-07,Winter,2011,12,20,0,Wednesday,1,Light Snow,0.34,0.2879,0.87,0.194,1.0,25,26,December
8070,2011-12-07,Winter,2011,12,21,0,Wednesday,1,Light Snow,0.3,0.2576,0.87,0.194,0.0,6,6,December
8071,2011-12-07,Winter,2011,12,22,0,Wednesday,1,Light Snow,0.24,0.197,0.93,0.4478,0.0,13,13,December
8072,2011-12-07,Winter,2011,12,23,0,Wednesday,1,Clear,0.24,0.2121,0.93,0.3881,0.0,16,16,December
8073,2011-12-08,Winter,2011,12,0,0,Thursday,1,Mist,0.26,0.2273,0.87,0.2985,0.0,21,21,December
8074,2011-12-08,Winter,2011,12,1,0,Thursday,1,Clear,0.26,0.2273,0.81,0.3582,1.0,6,7,December
8075,2011-12-08,Winter,2011,12,2,0,Thursday,1,Clear,0.28,0.2727,0.65,0.2239,0.0,4,4,December
8076,2011-12-08,Winter,2011,12,3,0,Thursday,1,Clear,0.26,0.2273,0.6,0.2985,0.0,1,1,December
8077,2011-12-08,Winter,2011,12,4,0,Thursday,1,Mist,0.24,0.197,0.6,0.4627,0.0,2,2,December
8078,2011-12-08,Winter,2011,12,5,0,Thursday,1,Clear,0.22,0.2121,0.64,0.2239,0.0,12,12,December
8079,2011-12-08,Winter,2011,12,6,0,Thursday,1,Clear,0.22,0.2121,0.55,0.2836,0.0,71,71,December
8080,2011-12-08,Winter,2011,12,7,0,Thursday,1,Clear,0.22,0.2121,0.6,0.2239,11.0,233,244,December
8081,2011-12-08,Winter,2011,12,8,0,Thursday,1,Clear,0.22,0.2121,0.55,0.2836,11.0,418,429,December
8082,2011-12-08,Winter,2011,12,9,0,Thursday,1,Clear,0.24,0.2121,0.52,0.3881,7.0,218,225,December
8083,2011-12-08,Winter,2011,12,10,0,Thursday,1,Clear,0.26,0.2273,0.52,0.3284,1.0,109,110,December
8084,2011-12-08,Winter,2011,12,11,0,Thursday,1,Clear,0.28,0.2727,0.52,0.2537,6.0,100,106,December
8085,2011-12-08,Winter,2011,12,12,0,Thursday,1,Clear,0.28,0.2576,0.52,0.3284,8.0,148,156,December
8086,2011-12-08,Winter,2011,12,13,0,Thursday,1,Clear,0.3,0.2727,0.49,0.3582,9.0,115,124,December
8087,2011-12-08,Winter,2011,12,14,0,Thursday,1,Clear,0.32,0.303,0.45,0.2537,16.0,121,137,December
8088,2011-12-08,Winter,2011,12,15,0,Thursday,1,Clear,0.32,0.3333,0.45,0.1343,19.0,98,117,December
8089,2011-12-08,Winter,2011,12,16,0,Thursday,1,Clear,0.32,0.3182,0.45,0.194,7.0,201,208,December
8090,2011-12-08,Winter,2011,12,17,0,Thursday,1,Clear,0.3,0.3182,0.49,0.1045,10.0,321,331,December
8091,2011-12-08,Winter,2011,12,18,0,Thursday,1,Clear,0.28,0.2727,0.52,0.2239,12.0,306,318,December
8092,2011-12-08,Winter,2011,12,19,0,Thursday,1,Clear,0.26,0.2727,0.56,0.1045,12.0,220,232,December
8093,2011-12-08,Winter,2011,12,20,0,Thursday,1,Clear,0.26,0.2727,0.6,0.1045,5.0,170,175,December
8094,2011-12-08,Winter,2011,12,21,0,Thursday,1,Clear,0.28,0.303,0.61,0.0896,4.0,135,139,December
8095,2011-12-08,Winter,2011,12,22,0,Thursday,1,Clear,0.26,0.2727,0.65,0.1343,8.0,84,92,December
8096,2011-12-08,Winter,2011,12,23,0,Thursday,1,Clear,0.24,0.2576,0.7,0.1045,3.0,58,61,December
8097,2011-12-09,Winter,2011,12,0,0,Friday,1,Clear,0.24,0.2879,0.65,0.0,8.0,26,34,December
8098,2011-12-09,Winter,2011,12,1,0,Friday,1,Clear,0.24,0.2879,0.65,0.0,2.0,12,14,December
8099,2011-12-09,Winter,2011,12,2,0,Friday,1,Clear,0.24,0.2879,0.7,0.0,2.0,10,12,December
8100,2011-12-09,Winter,2011,12,3,0,Friday,1,Clear,0.22,0.2727,0.8,0.0,1.0,5,6,December
8101,2011-12-09,Winter,2011,12,4,0,Friday,1,Clear,0.22,0.2727,0.8,0.0,1.0,1,2,December
8102,2011-12-09,Winter,2011,12,5,0,Friday,1,Clear,0.22,0.2727,0.8,0.0,0.0,20,20,December
8103,2011-12-09,Winter,2011,12,6,0,Friday,1,Clear,0.22,0.2576,0.8,0.0896,1.0,62,63,December
8104,2011-12-09,Winter,2011,12,7,0,Friday,1,Clear,0.22,0.2576,0.75,0.0896,4.0,195,199,December
8105,2011-12-09,Winter,2011,12,8,0,Friday,1,Clear,0.24,0.2879,0.81,0.0,7.0,378,385,December
8106,2011-12-09,Winter,2011,12,9,0,Friday,1,Clear,0.26,0.2879,0.81,0.0896,8.0,256,264,December
8107,2011-12-09,Winter,2011,12,10,0,Friday,1,Mist,0.3,0.303,0.7,0.1642,11.0,115,126,December
8108,2011-12-09,Winter,2011,12,11,0,Friday,1,Clear,0.32,0.303,0.7,0.2537,15.0,121,136,December
8109,2011-12-09,Winter,2011,12,12,0,Friday,1,Clear,0.36,0.3333,0.57,0.2985,27.0,146,173,December
8110,2011-12-09,Winter,2011,12,13,0,Friday,1,Clear,0.38,0.3939,0.5,0.194,27.0,141,168,December
8111,2011-12-09,Winter,2011,12,14,0,Friday,1,Clear,0.38,0.3939,0.46,0.2836,24.0,163,187,December
8112,2011-12-09,Winter,2011,12,15,0,Friday,1,Clear,0.38,0.3939,0.46,0.2836,29.0,160,189,December
8113,2011-12-09,Winter,2011,12,16,0,Friday,1,Clear,0.36,0.3485,0.62,0.1343,24.0,226,250,December
8114,2011-12-09,Winter,2011,12,17,0,Friday,1,Clear,0.34,0.3485,0.66,0.1045,10.0,352,362,December
8115,2011-12-09,Winter,2011,12,18,0,Friday,1,Clear,0.34,0.3636,0.61,0.0,10.0,308,318,December
8116,2011-12-09,Winter,2011,12,19,0,Friday,1,Clear,0.34,0.3636,0.61,0.0,10.0,189,199,December
8117,2011-12-09,Winter,2011,12,20,0,Friday,1,Clear,0.3,0.3333,0.81,0.0,10.0,140,150,December
8118,2011-12-09,Winter,2011,12,21,0,Friday,1,Clear,0.3,0.3333,0.75,0.0,9.0,131,140,December
8119,2011-12-09,Winter,2011,12,22,0,Friday,1,Clear,0.28,0.3182,0.87,0.0,15.0,114,129,December
8120,2011-12-09,Winter,2011,12,23,0,Friday,1,Clear,0.28,0.3182,0.81,0.0,6.0,88,94,December
8121,2011-12-10,Winter,2011,12,0,0,Saturday,0,Mist,0.26,0.2727,0.81,0.1045,11.0,66,77,December
8122,2011-12-10,Winter,2011,12,1,0,Saturday,0,Mist,0.26,0.2576,0.7,0.1642,11.0,55,66,December
8123,2011-12-10,Winter,2011,12,2,0,Saturday,0,Mist,0.28,0.303,0.61,0.0896,12.0,48,60,December
8124,2011-12-10,Winter,2011,12,3,0,Saturday,0,Mist,0.28,0.303,0.61,0.0896,5.0,20,25,December
8125,2011-12-10,Winter,2011,12,4,0,Saturday,0,Mist,0.26,0.2727,0.65,0.1045,0.0,3,3,December
8126,2011-12-10,Winter,2011,12,5,0,Saturday,0,Clear,0.26,0.2576,0.6,0.1642,0.0,6,6,December
8127,2011-12-10,Winter,2011,12,6,0,Saturday,0,Clear,0.24,0.2576,0.65,0.1045,1.0,10,11,December
8128,2011-12-10,Winter,2011,12,7,0,Saturday,0,Clear,0.24,0.2273,0.65,0.194,0.0,11,11,December
8129,2011-12-10,Winter,2011,12,8,0,Saturday,0,Clear,0.26,0.2727,0.65,0.1343,5.0,68,73,December
8130,2011-12-10,Winter,2011,12,9,0,Saturday,0,Clear,0.28,0.2576,0.61,0.2836,15.0,134,149,December
8131,2011-12-10,Winter,2011,12,10,0,Saturday,0,Clear,0.32,0.303,0.57,0.2537,31.0,161,192,December
8132,2011-12-10,Winter,2011,12,11,0,Saturday,0,Clear,0.32,0.2879,0.53,0.4179,44.0,192,236,December
8133,2011-12-10,Winter,2011,12,12,0,Saturday,0,Clear,0.32,0.2879,0.45,0.4179,48.0,235,283,December
8134,2011-12-10,Winter,2011,12,13,0,Saturday,0,Clear,0.34,0.303,0.34,0.4179,47.0,239,286,December
8135,2011-12-10,Winter,2011,12,14,0,Saturday,0,Clear,0.34,0.303,0.31,0.3284,51.0,242,293,December
8136,2011-12-10,Winter,2011,12,15,0,Saturday,0,Clear,0.34,0.303,0.34,0.3582,60.0,239,299,December
8137,2011-12-10,Winter,2011,12,16,0,Saturday,0,Clear,0.32,0.2879,0.31,0.3881,58.0,183,241,December
8138,2011-12-10,Winter,2011,12,17,0,Saturday,0,Clear,0.28,0.2576,0.36,0.3284,34.0,151,185,December
8139,2011-12-10,Winter,2011,12,18,0,Saturday,0,Clear,0.26,0.2576,0.38,0.2239,28.0,144,172,December
8140,2011-12-10,Winter,2011,12,19,0,Saturday,0,Clear,0.26,0.2424,0.38,0.2836,15.0,139,154,December
8141,2011-12-10,Winter,2011,12,20,0,Saturday,0,Clear,0.24,0.2273,0.35,0.2239,10.0,114,124,December
8142,2011-12-10,Winter,2011,12,21,0,Saturday,0,Clear,0.22,0.2121,0.44,0.2239,4.0,79,83,December
8143,2011-12-10,Winter,2011,12,22,0,Saturday,0,Clear,0.22,0.2273,0.41,0.1343,7.0,88,95,December
8144,2011-12-10,Winter,2011,12,23,0,Saturday,0,Clear,0.2,0.2121,0.47,0.1642,5.0,61,66,December
8145,2011-12-11,Winter,2011,12,0,0,Sunday,0,Clear,0.2,0.197,0.51,0.2239,5.0,69,74,December
8146,2011-12-11,Winter,2011,12,1,0,Sunday,0,Clear,0.16,0.1515,0.59,0.2239,8.0,54,62,December
8147,2011-12-11,Winter,2011,12,2,0,Sunday,0,Clear,0.18,0.1667,0.55,0.2537,5.0,47,52,December
8148,2011-12-11,Winter,2011,12,3,0,Sunday,0,Clear,0.16,0.1818,0.59,0.1343,2.0,17,19,December
8149,2011-12-11,Winter,2011,12,4,0,Sunday,0,Clear,0.16,0.1667,0.59,0.1642,0.0,5,5,December
8150,2011-12-11,Winter,2011,12,5,0,Sunday,0,Clear,0.18,0.2121,0.59,0.1045,0.0,6,6,December
8151,2011-12-11,Winter,2011,12,6,0,Sunday,0,Clear,0.16,0.2273,0.59,0.0,0.0,10,10,December
8152,2011-12-11,Winter,2011,12,7,0,Sunday,0,Clear,0.18,0.2424,0.55,0.0,1.0,30,31,December
8153,2011-12-11,Winter,2011,12,8,0,Sunday,0,Clear,0.16,0.2273,0.69,0.0,4.0,68,72,December
8154,2011-12-11,Winter,2011,12,9,0,Sunday,0,Clear,0.2,0.2576,0.59,0.0,19.0,88,107,December
8155,2011-12-11,Winter,2011,12,10,0,Sunday,0,Clear,0.24,0.2879,0.44,0.0,30.0,164,194,December
8156,2011-12-11,Winter,2011,12,11,0,Sunday,0,Clear,0.26,0.303,0.35,0.0,31.0,166,197,December
8157,2011-12-11,Winter,2011,12,12,0,Sunday,0,Clear,0.26,0.303,0.35,0.0,42.0,246,288,December
8158,2011-12-11,Winter,2011,12,13,0,Sunday,0,Clear,0.3,0.3333,0.31,0.0,44.0,224,268,December
8159,2011-12-11,Winter,2011,12,14,0,Sunday,0,Clear,0.3,0.3333,0.28,0.0,44.0,198,242,December
8160,2011-12-11,Winter,2011,12,15,0,Sunday,0,Clear,0.3,0.3333,0.26,0.0,47.0,219,266,December
8161,2011-12-11,Winter,2011,12,16,0,Sunday,0,Clear,0.3,0.3333,0.26,0.0,32.0,174,206,December
8162,2011-12-11,Winter,2011,12,17,0,Sunday,0,Clear,0.28,0.3182,0.3,0.0,13.0,150,163,December
8163,2011-12-11,Winter,2011,12,18,0,Sunday,0,Clear,0.24,0.2273,0.48,0.194,12.0,151,163,December
8164,2011-12-11,Winter,2011,12,19,0,Sunday,0,Clear,0.22,0.2273,0.55,0.194,7.0,98,105,December
8165,2011-12-11,Winter,2011,12,20,0,Sunday,0,Clear,0.22,0.2424,0.55,0.1045,10.0,62,72,December
8166,2011-12-11,Winter,2011,12,21,0,Sunday,0,Clear,0.22,0.2727,0.55,0.0,10.0,53,63,December
8167,2011-12-11,Winter,2011,12,22,0,Sunday,0,Clear,0.22,0.2727,0.55,0.0,7.0,36,43,December
8168,2011-12-11,Winter,2011,12,23,0,Sunday,0,Clear,0.2,0.2576,0.69,0.0,4.0,31,35,December
8169,2011-12-12,Winter,2011,12,0,0,Monday,1,Clear,0.2,0.2273,0.69,0.0896,4.0,16,20,December
8170,2011-12-12,Winter,2011,12,1,0,Monday,1,Clear,0.2,0.2576,0.69,0.0,0.0,9,9,December
8171,2011-12-12,Winter,2011,12,2,0,Monday,1,Clear,0.2,0.2576,0.69,0.0,0.0,4,4,December
8172,2011-12-12,Winter,2011,12,3,0,Monday,1,Clear,0.18,0.2424,0.74,0.0,0.0,2,2,December
8173,2011-12-12,Winter,2011,12,4,0,Monday,1,Clear,0.18,0.2424,0.74,0.0,0.0,3,3,December
8174,2011-12-12,Winter,2011,12,5,0,Monday,1,Clear,0.16,0.2273,0.8,0.0,0.0,21,21,December
8175,2011-12-12,Winter,2011,12,6,0,Monday,1,Clear,0.16,0.1818,0.8,0.1045,1.0,63,64,December
8176,2011-12-12,Winter,2011,12,7,0,Monday,1,Clear,0.14,0.1515,0.86,0.1343,4.0,231,235,December
8177,2011-12-12,Winter,2011,12,8,0,Monday,1,Mist,0.16,0.1818,0.8,0.1045,7.0,378,385,December
8178,2011-12-12,Winter,2011,12,9,0,Monday,1,Mist,0.18,0.2121,0.74,0.0896,12.0,208,220,December
8179,2011-12-12,Winter,2011,12,10,0,Monday,1,Mist,0.22,0.2424,0.69,0.1045,14.0,91,105,December
8180,2011-12-12,Winter,2011,12,11,0,Monday,1,Mist,0.26,0.2879,0.6,0.0896,15.0,100,115,December
8181,2011-12-12,Winter,2011,12,12,0,Monday,1,Clear,0.28,0.2879,0.52,0.1045,7.0,138,145,December
8182,2011-12-12,Winter,2011,12,13,0,Monday,1,Mist,0.3,0.3182,0.52,0.1045,13.0,153,166,December
8183,2011-12-12,Winter,2011,12,14,0,Monday,1,Mist,0.32,0.3333,0.53,0.1343,16.0,95,111,December
8184,2011-12-12,Winter,2011,12,15,0,Monday,1,Mist,0.32,0.3333,0.57,0.1045,8.0,124,132,December
8185,2011-12-12,Winter,2011,12,16,0,Monday,1,Mist,0.32,0.3333,0.57,0.0896,5.0,209,214,December
8186,2011-12-12,Winter,2011,12,17,0,Monday,1,Mist,0.3,0.3333,0.56,0.0,7.0,352,359,December
8187,2011-12-12,Winter,2011,12,18,0,Monday,1,Clear,0.3,0.3182,0.56,0.0896,8.0,349,357,December
8188,2011-12-12,Winter,2011,12,19,0,Monday,1,Clear,0.28,0.303,0.61,0.0896,9.0,232,241,December
8189,2011-12-12,Winter,2011,12,20,0,Monday,1,Clear,0.3,0.3182,0.56,0.0896,8.0,157,165,December
8190,2011-12-12,Winter,2011,12,21,0,Monday,1,Clear,0.26,0.303,0.81,0.0,2.0,119,121,December
8191,2011-12-12,Winter,2011,12,22,0,Monday,1,Clear,0.26,0.303,0.7,0.0,0.0,71,71,December
8192,2011-12-12,Winter,2011,12,23,0,Monday,1,Clear,0.24,0.2879,0.75,0.0,3.0,42,45,December
8193,2011-12-13,Winter,2011,12,0,0,Tuesday,1,Clear,0.22,0.2727,0.8,0.0,1.0,16,17,December
8194,2011-12-13,Winter,2011,12,1,0,Tuesday,1,Clear,0.2,0.2576,0.8,0.0,0.0,4,4,December
8195,2011-12-13,Winter,2011,12,2,0,Tuesday,1,Clear,0.2,0.2576,0.8,0.0,1.0,1,2,December
8196,2011-12-13,Winter,2011,12,3,0,Tuesday,1,Clear,0.18,0.2424,0.8,0.0,0.0,3,3,December
8197,2011-12-13,Winter,2011,12,4,0,Tuesday,1,Clear,0.2,0.2576,0.8,0.0,0.0,4,4,December
8198,2011-12-13,Winter,2011,12,5,0,Tuesday,1,Clear,0.18,0.2424,0.86,0.0,0.0,20,20,December
8199,2011-12-13,Winter,2011,12,6,0,Tuesday,1,Clear,0.2,0.2576,0.8,0.0,0.0,92,92,December
8200,2011-12-13,Winter,2011,12,7,0,Tuesday,1,Clear,0.16,0.1667,0.8,0.1642,2.0,221,223,December
8201,2011-12-13,Winter,2011,12,8,0,Tuesday,1,Clear,0.2,0.2273,0.69,0.1045,9.0,391,400,December
8202,2011-12-13,Winter,2011,12,9,0,Tuesday,1,Clear,0.26,0.2576,0.6,0.1642,10.0,223,233,December
8203,2011-12-13,Winter,2011,12,10,0,Tuesday,1,Clear,0.3,0.303,0.52,0.1642,3.0,99,102,December
8204,2011-12-13,Winter,2011,12,11,0,Tuesday,1,Clear,0.34,0.3182,0.46,0.2537,9.0,115,124,December
8205,2011-12-13,Winter,2011,12,12,0,Tuesday,1,Clear,0.36,0.3333,0.43,0.3582,20.0,147,167,December
8206,2011-12-13,Winter,2011,12,13,0,Tuesday,1,Clear,0.4,0.4091,0.37,0.3284,7.0,120,127,December
8207,2011-12-13,Winter,2011,12,14,0,Tuesday,1,Clear,0.4,0.4091,0.37,0.2537,18.0,116,134,December
8208,2011-12-13,Winter,2011,12,15,0,Tuesday,1,Clear,0.4,0.4091,0.35,0.2537,7.0,144,151,December
8209,2011-12-13,Winter,2011,12,16,0,Tuesday,1,Clear,0.38,0.3939,0.37,0.2537,13.0,194,207,December
8210,2011-12-13,Winter,2011,12,17,0,Tuesday,1,Clear,0.36,0.3485,0.4,0.194,17.0,381,398,December
8211,2011-12-13,Winter,2011,12,18,0,Tuesday,1,Clear,0.34,0.3182,0.42,0.2239,12.0,370,382,December
8212,2011-12-13,Winter,2011,12,19,0,Tuesday,1,Clear,0.32,0.3182,0.49,0.1642,5.0,262,267,December
8213,2011-12-13,Winter,2011,12,20,0,Tuesday,1,Clear,0.32,0.3182,0.49,0.1642,7.0,154,161,December
8214,2011-12-13,Winter,2011,12,21,0,Tuesday,1,Clear,0.3,0.303,0.52,0.1642,5.0,134,139,December
8215,2011-12-13,Winter,2011,12,22,0,Tuesday,1,Clear,0.3,0.303,0.52,0.1642,5.0,102,107,December
8216,2011-12-13,Winter,2011,12,23,0,Tuesday,1,Clear,0.26,0.303,0.7,0.0,4.0,55,59,December
8217,2011-12-14,Winter,2011,12,0,0,Wednesday,1,Clear,0.26,0.303,0.75,0.0,0.0,22,22,December
8218,2011-12-14,Winter,2011,12,1,0,Wednesday,1,Clear,0.26,0.303,0.75,0.0,0.0,8,8,December
8219,2011-12-14,Winter,2011,12,2,0,Wednesday,1,Clear,0.26,0.303,0.75,0.0,0.0,2,2,December
8220,2011-12-14,Winter,2011,12,3,0,Wednesday,1,Clear,0.28,0.3182,0.65,0.0,0.0,3,3,December
8221,2011-12-14,Winter,2011,12,4,0,Wednesday,1,Clear,0.26,0.303,0.75,0.0,0.0,4,4,December
8222,2011-12-14,Winter,2011,12,5,0,Wednesday,1,Mist,0.26,0.303,0.81,0.0,0.0,26,26,December
8223,2011-12-14,Winter,2011,12,6,0,Wednesday,1,Mist,0.26,0.303,0.87,0.0,0.0,87,87,December
8224,2011-12-14,Winter,2011,12,7,0,Wednesday,1,Clear,0.28,0.3182,0.75,0.0,4.0,243,247,December
8225,2011-12-14,Winter,2011,12,8,0,Wednesday,1,Mist,0.26,0.303,0.87,0.0,9.0,458,467,December
8226,2011-12-14,Winter,2011,12,9,0,Wednesday,1,Mist,0.3,0.3333,0.61,0.0,9.0,230,239,December
8227,2011-12-14,Winter,2011,12,10,0,Wednesday,1,Mist,0.32,0.3485,0.57,0.0,9.0,133,142,December
8228,2011-12-14,Winter,2011,12,11,0,Wednesday,1,Mist,0.34,0.3636,0.55,0.0,12.0,103,115,December
8229,2011-12-14,Winter,2011,12,12,0,Wednesday,1,Mist,0.36,0.3636,0.57,0.0896,6.0,138,144,December
8230,2011-12-14,Winter,2011,12,13,0,Wednesday,1,Mist,0.36,0.3636,0.57,0.1045,14.0,119,133,December
8231,2011-12-14,Winter,2011,12,14,0,Wednesday,1,Mist,0.38,0.3939,0.54,0.0896,17.0,134,151,December
8232,2011-12-14,Winter,2011,12,15,0,Wednesday,1,Mist,0.38,0.3939,0.54,0.1045,24.0,143,167,December
8233,2011-12-14,Winter,2011,12,16,0,Wednesday,1,Mist,0.38,0.3939,0.54,0.1045,12.0,233,245,December
8234,2011-12-14,Winter,2011,12,17,0,Wednesday,1,Mist,0.36,0.3636,0.57,0.1045,19.0,377,396,December
8235,2011-12-14,Winter,2011,12,18,0,Wednesday,1,Mist,0.36,0.3485,0.62,0.1642,11.0,379,390,December
8236,2011-12-14,Winter,2011,12,19,0,Wednesday,1,Mist,0.36,0.3636,0.62,0.1045,9.0,259,268,December
8237,2011-12-14,Winter,2011,12,20,0,Wednesday,1,Mist,0.34,0.3485,0.66,0.1045,6.0,169,175,December
8238,2011-12-14,Winter,2011,12,21,0,Wednesday,1,Mist,0.34,0.3333,0.66,0.1642,9.0,145,154,December
8239,2011-12-14,Winter,2011,12,22,0,Wednesday,1,Clear,0.34,0.3333,0.66,0.1642,5.0,99,104,December
8240,2011-12-14,Winter,2011,12,23,0,Wednesday,1,Clear,0.32,0.3182,0.7,0.1642,3.0,48,51,December
8241,2011-12-15,Winter,2011,12,0,0,Thursday,1,Clear,0.32,0.3182,0.7,0.1642,5.0,45,50,December
8242,2011-12-15,Winter,2011,12,1,0,Thursday,1,Mist,0.32,0.3182,0.7,0.1642,5.0,15,20,December
8243,2011-12-15,Winter,2011,12,2,0,Thursday,1,Mist,0.32,0.3333,0.7,0.1343,2.0,5,7,December
8244,2011-12-15,Winter,2011,12,3,0,Thursday,1,Mist,0.32,0.3333,0.7,0.1343,1.0,2,3,December
8245,2011-12-15,Winter,2011,12,4,0,Thursday,1,Mist,0.32,0.303,0.7,0.2239,0.0,6,6,December
8246,2011-12-15,Winter,2011,12,5,0,Thursday,1,Mist,0.32,0.303,0.7,0.2836,0.0,24,24,December
8247,2011-12-15,Winter,2011,12,6,0,Thursday,1,Clear,0.32,0.3182,0.66,0.194,2.0,90,92,December
8248,2011-12-15,Winter,2011,12,7,0,Thursday,1,Clear,0.32,0.3182,0.7,0.194,6.0,252,258,December
8249,2011-12-15,Winter,2011,12,8,0,Thursday,1,Mist,0.34,0.3182,0.66,0.2239,8.0,449,457,December
8250,2011-12-15,Winter,2011,12,9,0,Thursday,1,Mist,0.36,0.3333,0.62,0.2836,6.0,274,280,December
8251,2011-12-15,Winter,2011,12,10,0,Thursday,1,Mist,0.4,0.4091,0.58,0.2985,4.0,105,109,December
8252,2011-12-15,Winter,2011,12,11,0,Thursday,1,Mist,0.4,0.4091,0.62,0.4179,9.0,126,135,December
8253,2011-12-15,Winter,2011,12,12,0,Thursday,1,Mist,0.46,0.4545,0.59,0.194,17.0,140,157,December
8254,2011-12-15,Winter,2011,12,13,0,Thursday,1,Mist,0.5,0.4848,0.55,0.3582,14.0,150,164,December
8255,2011-12-15,Winter,2011,12,14,0,Thursday,1,Mist,0.52,0.5,0.52,0.3284,8.0,124,132,December
8256,2011-12-15,Winter,2011,12,15,0,Thursday,1,Light Snow,0.52,0.5,0.55,0.2239,6.0,76,82,December
8257,2011-12-15,Winter,2011,12,16,0,Thursday,1,Light Snow,0.46,0.4545,0.72,0.1642,7.0,124,131,December
8258,2011-12-15,Winter,2011,12,17,0,Thursday,1,Mist,0.52,0.5,0.59,0.2836,14.0,310,324,December
8259,2011-12-15,Winter,2011,12,18,0,Thursday,1,Mist,0.52,0.5,0.59,0.2985,14.0,363,377,December
8260,2011-12-15,Winter,2011,12,19,0,Thursday,1,Mist,0.52,0.5,0.59,0.2836,13.0,274,287,December
8261,2011-12-15,Winter,2011,12,20,0,Thursday,1,Clear,0.52,0.5,0.59,0.3284,12.0,209,221,December
8262,2011-12-15,Winter,2011,12,21,0,Thursday,1,Clear,0.5,0.4848,0.63,0.2985,10.0,145,155,December
8263,2011-12-15,Winter,2011,12,22,0,Thursday,1,Clear,0.52,0.5,0.63,0.3284,8.0,116,124,December
8264,2011-12-15,Winter,2011,12,23,0,Thursday,1,Clear,0.52,0.5,0.63,0.3284,10.0,104,114,December
8265,2011-12-16,Winter,2011,12,0,0,Friday,1,Clear,0.5,0.4848,0.72,0.3284,12.0,60,72,December
8266,2011-12-16,Winter,2011,12,1,0,Friday,1,Clear,0.5,0.4848,0.72,0.2239,3.0,28,31,December
8267,2011-12-16,Winter,2011,12,2,0,Friday,1,Clear,0.48,0.4697,0.77,0.1045,0.0,23,23,December
8268,2011-12-16,Winter,2011,12,3,0,Friday,1,Clear,0.46,0.4545,0.82,0.1343,2.0,3,5,December
8269,2011-12-16,Winter,2011,12,4,0,Friday,1,Mist,0.5,0.4848,0.59,0.194,1.0,4,5,December
8270,2011-12-16,Winter,2011,12,5,0,Friday,1,Clear,0.48,0.4697,0.44,0.3881,0.0,26,26,December
8271,2011-12-16,Winter,2011,12,6,0,Friday,1,Mist,0.44,0.4394,0.33,0.2985,2.0,80,82,December
8272,2011-12-16,Winter,2011,12,7,0,Friday,1,Mist,0.38,0.3939,0.46,0.2985,5.0,226,231,December
8273,2011-12-16,Winter,2011,12,8,0,Friday,1,Clear,0.36,0.3333,0.46,0.4179,10.0,449,459,December
8274,2011-12-16,Winter,2011,12,9,0,Friday,1,Clear,0.36,0.3333,0.46,0.3881,8.0,235,243,December
8275,2011-12-16,Winter,2011,12,10,0,Friday,1,Clear,0.34,0.303,0.46,0.2985,10.0,122,132,December
8276,2011-12-16,Winter,2011,12,11,0,Friday,1,Mist,0.34,0.303,0.42,0.2985,9.0,135,144,December
8277,2011-12-16,Winter,2011,12,12,0,Friday,1,Mist,0.34,0.303,0.42,0.3582,10.0,163,173,December
8278,2011-12-16,Winter,2011,12,13,0,Friday,1,Mist,0.34,0.303,0.39,0.3582,12.0,125,137,December
8279,2011-12-16,Winter,2011,12,14,0,Friday,1,Mist,0.34,0.3182,0.42,0.2239,13.0,115,128,December
8280,2011-12-16,Winter,2011,12,15,0,Friday,1,Mist,0.32,0.303,0.45,0.2985,12.0,141,153,December
8281,2011-12-16,Winter,2011,12,16,0,Friday,1,Mist,0.32,0.303,0.45,0.2239,12.0,212,224,December
8282,2011-12-16,Winter,2011,12,17,0,Friday,1,Mist,0.32,0.303,0.45,0.2836,13.0,352,365,December
8283,2011-12-16,Winter,2011,12,18,0,Friday,1,Mist,0.32,0.303,0.45,0.2537,10.0,285,295,December
8284,2011-12-16,Winter,2011,12,19,0,Friday,1,Mist,0.32,0.303,0.45,0.2239,11.0,203,214,December
8285,2011-12-16,Winter,2011,12,20,0,Friday,1,Mist,0.32,0.3182,0.45,0.194,6.0,146,152,December
8286,2011-12-16,Winter,2011,12,21,0,Friday,1,Mist,0.32,0.3182,0.45,0.1642,7.0,95,102,December
8287,2011-12-16,Winter,2011,12,22,0,Friday,1,Mist,0.3,0.303,0.49,0.1642,6.0,100,106,December
8288,2011-12-16,Winter,2011,12,23,0,Friday,1,Mist,0.3,0.303,0.49,0.1343,4.0,71,75,December
8289,2011-12-17,Winter,2011,12,0,0,Saturday,0,Clear,0.3,0.2879,0.49,0.2836,3.0,59,62,December
8290,2011-12-17,Winter,2011,12,1,0,Saturday,0,Mist,0.3,0.2879,0.52,0.2537,4.0,39,43,December
8291,2011-12-17,Winter,2011,12,2,0,Saturday,0,Mist,0.28,0.2727,0.56,0.2239,11.0,47,58,December
8292,2011-12-17,Winter,2011,12,3,0,Saturday,0,Clear,0.26,0.2576,0.6,0.194,4.0,22,26,December
